"","interval","temp","kWh"
"498",2013-03-21 08:30:00,2,0.291
"499",2013-03-21 09:00:00,3,0.287
"500",2013-03-21 09:30:00,4,0.218
"501",2013-03-21 10:00:00,4,0.166
"502",2013-03-21 10:30:00,5,0.197
"503",2013-03-21 11:00:00,5,0.166
"504",2013-03-21 11:30:00,5,0.152
"505",2013-03-21 12:00:00,5,0.143
"506",2013-03-21 12:30:00,6,0.143
"507",2013-03-21 13:00:00,6,0.168
"508",2013-03-21 13:30:00,6,0.117
"509",2013-03-21 14:00:00,6,0.108
"510",2013-03-21 14:30:00,5,0.187
"511",2013-03-21 15:00:00,5,0.127
"512",2013-03-21 15:30:00,5,0.107
"513",2013-03-21 16:00:00,4,0.135
"514",2013-03-21 16:30:00,4,0.139
"515",2013-03-21 17:00:00,4,0.215
"516",2013-03-21 17:30:00,4,0.254
"517",2013-03-21 18:00:00,4,0.348
"518",2013-03-21 18:30:00,3,0.214
"519",2013-03-21 19:00:00,4,0.368
"520",2013-03-21 19:30:00,4,0.47
"521",2013-03-21 20:00:00,4,0.354
"522",2013-03-21 20:30:00,4,0.196
"523",2013-03-21 21:00:00,4,0.19
"524",2013-03-21 21:30:00,4,0.262
"525",2013-03-21 22:00:00,4,0.188
"526",2013-03-21 22:30:00,4,0.223
"527",2013-03-21 23:00:00,4,0.231
"528",2013-03-21 23:30:00,4,0.745
"529",2013-04-01 07:00:00,2,0.173
"530",2013-04-01 07:30:00,2,0.17
"531",2013-04-01 08:00:00,2,0.161
"532",2013-04-01 08:30:00,2,0.316
"533",2013-04-01 09:00:00,2,0.45
"534",2013-04-01 09:30:00,4,0.303
"535",2013-04-01 10:00:00,4,0.34
"536",2013-04-01 10:30:00,4,0.387
"537",2013-04-01 11:00:00,5,1.082
"538",2013-04-01 11:30:00,4,0.332
"539",2013-04-01 12:00:00,4,0.498
"540",2013-04-01 12:30:00,4,1.072
"541",2013-04-01 13:00:00,5,0.465
"542",2013-04-01 14:00:00,4,0.151
"543",2013-04-01 14:30:00,5,0.114
"544",2013-04-01 15:00:00,5,0.1
"545",2013-04-01 15:30:00,4,0.114
"546",2013-04-01 16:00:00,6,0.151
"547",2013-04-01 16:30:00,5,0.142
"548",2013-04-01 17:00:00,5,0.125
"549",2013-04-01 17:30:00,4,0.118
"550",2013-04-01 18:00:00,3,0.305
"551",2013-04-01 18:30:00,3,0.882
"552",2013-04-01 19:00:00,3,0.58
"553",2013-04-01 19:30:00,3,0.352
"554",2013-04-01 20:00:00,2,0.494
"555",2013-04-01 20:30:00,2,0.246
"556",2013-04-01 21:00:00,2,0.211
"557",2013-04-01 21:30:00,2,0.21
"558",2013-04-01 22:00:00,2,0.371
"559",2013-04-01 22:30:00,2,0.791
"560",2013-04-01 23:00:00,1,0.186
"561",2013-04-01 23:30:00,1,0.626
"562",2013-04-26 07:00:00,8,0.344
"563",2013-04-26 07:30:00,8,0.21
"564",2013-04-26 08:00:00,7,0.199
"565",2013-04-26 08:30:00,7,0.174
"566",2013-04-26 09:00:00,7,0.151
"567",2013-04-26 09:30:00,7,0.175
"568",2013-04-26 10:00:00,7,0.236
"569",2013-04-26 10:30:00,7,0.153
"570",2013-04-26 11:00:00,8,0.143
"571",2013-04-26 11:30:00,9,0.101
"572",2013-04-26 12:00:00,9,0.557
"573",2013-04-26 12:30:00,10,0.219
"574",2013-04-26 13:00:00,11,0.141
"575",2013-04-26 13:30:00,11,0.12
"576",2013-04-26 14:00:00,11,0.182
"577",2013-04-26 14:30:00,12,0.769
"578",2013-04-26 15:00:00,8,0.235
"579",2013-04-26 15:30:00,8,0.133
"580",2013-04-26 16:00:00,10,0.09
"581",2013-04-26 16:30:00,10,0.094
"582",2013-04-26 17:30:00,11,0.116
"583",2013-04-26 18:00:00,11,0.105
"584",2013-04-26 18:30:00,9,0.138
"585",2013-04-26 19:00:00,8,0.136
"586",2013-04-26 19:30:00,8,0.471
"587",2013-04-26 20:00:00,8,0.334
"588",2013-04-26 20:30:00,8,0.378
"589",2013-04-26 21:00:00,6,0.237
"590",2013-04-26 21:30:00,5,0.214
"591",2013-04-26 22:00:00,5,0.252
"592",2013-04-26 22:30:00,4,0.251
"593",2013-04-26 23:00:00,5,0.733
"594",2013-04-26 23:30:00,5,0.407
"595",2013-05-30 07:00:00,12,0.256
"596",2013-05-30 07:30:00,12,0.123
"597",2013-05-30 08:00:00,12,0.274
"598",2013-05-30 08:30:00,12,0.188
"599",2013-05-30 09:00:00,12,0.239
"600",2013-05-30 09:30:00,12,0.407
"601",2013-05-30 10:00:00,12,0.271
"602",2013-05-30 10:30:00,12,0.236
"603",2013-05-30 11:00:00,12,0.18
"604",2013-05-30 11:30:00,14,0.117
"605",2013-05-30 12:00:00,13,0.207
"606",2013-05-30 12:30:00,14,0.105
"607",2013-05-30 13:00:00,14,0.108
"608",2013-05-30 13:30:00,13,0.176
"609",2013-05-30 14:00:00,14,0.09
"610",2013-05-30 14:30:00,13,0.077
"611",2013-05-30 15:00:00,12,0.086
"612",2013-05-30 15:30:00,13,0.088
"613",2013-05-30 16:00:00,13,0.087
"614",2013-05-30 16:30:00,13,0.087
"615",2013-05-30 17:00:00,12,0.115
"616",2013-05-30 17:30:00,13,0.218
"617",2013-05-30 18:00:00,13,0.174
"618",2013-05-30 18:30:00,13,0.182
"619",2013-05-30 19:00:00,13,0.191
"620",2013-05-30 19:30:00,13,0.138
"621",2013-05-30 20:00:00,12,0.169
"622",2013-05-30 20:30:00,13,0.2
"623",2013-05-30 21:00:00,12,0.173
"624",2013-05-30 21:30:00,12,0.161
"625",2013-05-30 22:00:00,12,0.167
"626",2013-05-30 22:30:00,12,0.532
"627",2013-05-30 23:00:00,11,0.731
"628",2013-05-30 23:30:00,11,0.157
"629",2013-06-06 07:00:00,10,0.132
"630",2013-06-06 08:00:00,11,0.509
"631",2013-06-06 08:30:00,12,0.265
"632",2013-06-06 09:00:00,13,0.202
"633",2013-06-06 09:30:00,14,0.158
"634",2013-06-06 10:00:00,14,0.127
"635",2013-06-06 10:30:00,15,0.125
"636",2013-06-06 11:00:00,16,0.126
"637",2013-06-06 11:30:00,17,0.125
"638",2013-06-06 12:00:00,16,0.18
"639",2013-06-06 12:30:00,17,0.117
"640",2013-06-06 13:00:00,17,0.103
"641",2013-06-06 13:30:00,17,0.149
"642",2013-06-06 14:00:00,17,0.134
"643",2013-06-06 14:30:00,17,0.126
"644",2013-06-06 15:00:00,17,0.124
"645",2013-06-06 15:30:00,17,0.162
"646",2013-06-06 16:00:00,17,0.077
"647",2013-06-06 16:30:00,16,0.118
"648",2013-06-06 17:00:00,16,0.135
"649",2013-06-06 17:30:00,16,0.121
"650",2013-06-06 18:00:00,16,0.095
"651",2013-06-06 18:30:00,16,0.103
"652",2013-06-06 19:00:00,16,0.106
"653",2013-06-06 19:30:00,16,0.116
"654",2013-06-06 20:00:00,15,0.317
"655",2013-06-06 20:30:00,15,0.179
"656",2013-06-06 21:00:00,13,0.247
"657",2013-06-06 21:30:00,13,0.201
"658",2013-06-06 22:00:00,12,0.218
"659",2013-06-06 22:30:00,11,0.75
"660",2013-06-06 23:00:00,10,0.434
"661",2013-06-06 23:30:00,11,0.314
"662",2013-06-28 07:00:00,13,0.112
"663",2013-06-28 07:30:00,13,0.089
"664",2013-06-28 08:00:00,14,0.09
"665",2013-06-28 08:30:00,15,0.091
"666",2013-06-28 09:00:00,15,0.079
"667",2013-06-28 09:30:00,16,0.126
"668",2013-06-28 10:00:00,16,0.131
"669",2013-06-28 10:30:00,16,0.13
"670",2013-06-28 11:00:00,17,0.128
"671",2013-06-28 11:30:00,17,0.099
"672",2013-06-28 12:00:00,17,0.077
"673",2013-06-28 12:30:00,17,0.089
"674",2013-06-28 13:00:00,17,0.091
"675",2013-06-28 13:30:00,17,0.09
"676",2013-06-28 14:00:00,18,0.089
"677",2013-06-28 14:30:00,18,0.088
"678",2013-06-28 15:00:00,17,0.079
"679",2013-06-28 15:30:00,18,0.088
"680",2013-06-28 16:00:00,18,0.113
"681",2013-06-28 16:30:00,19,0.133
"682",2013-06-28 17:00:00,19,0.129
"683",2013-06-28 17:30:00,19,0.127
"684",2013-06-28 18:00:00,20,0.099
"685",2013-06-28 18:30:00,20,0.128
"686",2013-06-28 19:00:00,19,0.137
"687",2013-06-28 19:30:00,19,0.1
"688",2013-06-28 20:00:00,19,0.09
"689",2013-06-28 20:30:00,19,0.087
"690",2013-06-28 21:00:00,18,0.078
"691",2013-06-28 21:30:00,18,0.09
"692",2013-06-28 22:00:00,18,0.091
"693",2013-06-28 22:30:00,17,0.107
"694",2013-06-28 23:00:00,17,0.137
"695",2013-06-28 23:30:00,17,0.127
"696",2013-07-05 07:00:00,15,0.087
"697",2013-07-05 07:30:00,16,0.195
"698",2013-07-05 08:00:00,17,0.389
"699",2013-07-05 08:30:00,18,0.186
"700",2013-07-05 09:00:00,19,0.253
"701",2013-07-05 09:30:00,19,0.229
"702",2013-07-05 10:00:00,20,0.148
"703",2013-07-05 10:30:00,20,0.082
"704",2013-07-05 11:00:00,20,0.083
"705",2013-07-05 11:30:00,21,0.088
"706",2013-07-05 12:00:00,21,0.088
"707",2013-07-05 12:30:00,21,0.088
"708",2013-07-05 13:00:00,21,0.127
"709",2013-07-05 13:30:00,21,0.149
"710",2013-07-05 14:00:00,21,0.152
"711",2013-07-05 14:30:00,21,0.212
"712",2013-07-05 15:00:00,22,0.19
"713",2013-07-05 15:30:00,22,0.191
"714",2013-07-05 16:00:00,22,0.176
"715",2013-07-05 16:30:00,22,0.225
"716",2013-07-05 17:00:00,22,0.179
"717",2013-07-05 17:30:00,22,0.166
"718",2013-07-05 18:00:00,21,0.163
"719",2013-07-05 18:30:00,21,0.191
"720",2013-07-05 19:00:00,20,0.12
"721",2013-07-05 19:30:00,20,0.116
"722",2013-07-05 20:00:00,18,0.241
"723",2013-07-05 20:30:00,18,0.332
"724",2013-07-05 21:00:00,16,0.215
"725",2013-07-05 21:30:00,15,0.229
"726",2013-07-05 22:00:00,14,0.231
"727",2013-07-05 22:30:00,14,0.684
"728",2013-07-05 23:00:00,14,0.624
"729",2013-07-05 23:30:00,13,0.119
"730",2013-08-02 07:00:00,19,0.094
"731",2013-08-02 07:30:00,19,0.225
"732",2013-08-02 08:00:00,19,0.361
"733",2013-08-02 08:30:00,19,0.356
"734",2013-08-02 09:00:00,20,0.192
"735",2013-08-02 10:00:00,21,0.326
"736",2013-08-02 10:30:00,21,0.223
"737",2013-08-02 11:00:00,21,0.214
"738",2013-08-02 11:30:00,21,0.132
"739",2013-08-02 12:30:00,23,0.061
"740",2013-08-02 13:00:00,23,0.096
"741",2013-08-02 13:30:00,22,0.105
"742",2013-08-02 14:00:00,22,0.121
"743",2013-08-02 14:30:00,24,0.15
"744",2013-08-02 15:00:00,24,0.138
"745",2013-08-02 15:30:00,25,0.134
"746",2013-08-02 16:30:00,25,0.226
"747",2013-08-02 17:30:00,25,0.179
"748",2013-08-02 18:00:00,25,0.134
"749",2013-08-02 18:30:00,25,0.132
"750",2013-08-02 19:00:00,24,0.404
"751",2013-08-02 19:30:00,24,0.241
"752",2013-08-02 20:30:00,22,0.315
"753",2013-08-02 21:00:00,21,0.196
"754",2013-08-02 21:30:00,21,0.385
"755",2013-08-02 22:00:00,21,0.188
"756",2013-08-02 22:30:00,19,0.198
"757",2013-08-02 23:00:00,19,0.68
"758",2013-08-02 23:30:00,19,0.226
"759",2013-08-03 07:00:00,16,0.297
"760",2013-08-03 07:30:00,16,0.213
"761",2013-08-03 08:00:00,17,0.323
"762",2013-08-03 08:30:00,18,0.221
"763",2013-08-03 09:00:00,17,0.232
"764",2013-08-03 09:30:00,19,0.232
"765",2013-08-03 10:00:00,19,0.181
"766",2013-08-03 10:30:00,20,0.112
"767",2013-08-03 11:00:00,21,0.082
"768",2013-08-03 11:30:00,21,0.095
"769",2013-08-03 12:00:00,22,0.097
"770",2013-08-03 12:30:00,22,0.146
"771",2013-08-03 13:00:00,22,0.147
"772",2013-08-03 13:30:00,22,0.137
"773",2013-08-03 14:00:00,23,0.152
"774",2013-08-03 14:30:00,23,0.17
"775",2013-08-03 15:00:00,23,0.145
"776",2013-08-03 15:30:00,23,0.137
"777",2013-08-03 16:00:00,23,0.14
"778",2013-08-03 16:30:00,23,0.136
"779",2013-08-03 17:00:00,24,0.124
"780",2013-08-03 17:30:00,23,0.097
"781",2013-08-03 18:00:00,23,0.249
"782",2013-08-03 18:30:00,22,0.164
"783",2013-08-03 19:00:00,22,0.147
"784",2013-08-03 19:30:00,21,0.175
"785",2013-08-03 20:00:00,21,0.164
"786",2013-08-03 20:30:00,20,0.186
"787",2013-08-03 21:00:00,19,0.194
"788",2013-08-03 21:30:00,19,0.384
"789",2013-08-03 22:00:00,19,0.221
"790",2013-08-03 22:30:00,18,0.339
"791",2013-08-03 23:00:00,17,0.234
"792",2013-08-03 23:30:00,17,0.765
"793",2013-08-10 07:00:00,14,0.274
"794",2013-08-10 07:30:00,14,0.198
"795",2013-08-10 08:00:00,15,0.31
"796",2013-08-10 08:30:00,15,0.234
"797",2013-08-10 09:00:00,16,0.167
"798",2013-08-10 09:30:00,16,0.212
"799",2013-08-10 10:00:00,18,0.147
"800",2013-08-10 10:30:00,19,0.128
"801",2013-08-10 11:00:00,18,0.099
"802",2013-08-10 11:30:00,19,0.098
"803",2013-08-10 12:00:00,19,0.128
"804",2013-08-10 12:30:00,19,0.229
"805",2013-08-10 13:00:00,19,0.264
"806",2013-08-10 13:30:00,20,0.149
"807",2013-08-10 14:00:00,20,0.13
"808",2013-08-10 14:30:00,20,0.179
"809",2013-08-10 15:00:00,20,0.114
"810",2013-08-10 15:30:00,20,0.108
"811",2013-08-10 16:00:00,21,0.143
"812",2013-08-10 16:30:00,21,0.118
"813",2013-08-10 17:00:00,21,0.1
"814",2013-08-10 17:30:00,22,0.16
"815",2013-08-10 18:00:00,22,0.314
"816",2013-08-10 18:30:00,21,0.187
"817",2013-08-10 19:00:00,21,0.196
"818",2013-08-10 19:30:00,20,0.184
"819",2013-08-10 20:00:00,20,0.278
"820",2013-08-10 20:30:00,19,0.213
"821",2013-08-10 21:00:00,18,0.19
"822",2013-08-10 21:30:00,18,0.243
"823",2013-08-10 22:00:00,17,0.214
"824",2013-08-10 22:30:00,17,0.657
"825",2013-08-10 23:00:00,16,0.159
"826",2013-08-10 23:30:00,16,0.554
"827",2013-08-17 07:00:00,15,0.31
"828",2013-08-17 07:30:00,15,0.46
"829",2013-08-17 08:00:00,15,0.159
"830",2013-08-17 08:30:00,17,0.198
"831",2013-08-17 09:00:00,17,0.253
"832",2013-08-17 09:30:00,18,0.269
"833",2013-08-17 10:00:00,19,0.213
"834",2013-08-17 10:30:00,20,0.162
"835",2013-08-17 11:00:00,20,0.14
"836",2013-08-17 11:30:00,21,0.098
"837",2013-08-17 12:00:00,21,0.112
"838",2013-08-17 12:30:00,22,0.102
"839",2013-08-17 13:00:00,21,0.118
"840",2013-08-17 13:30:00,21,0.145
"841",2013-08-17 14:00:00,21,0.126
"842",2013-08-17 14:30:00,21,0.134
"843",2013-08-17 15:00:00,20,0.133
"844",2013-08-17 15:30:00,19,0.127
"845",2013-08-17 16:00:00,18,0.091
"846",2013-08-17 16:30:00,18,0.107
"847",2013-08-17 17:00:00,18,0.172
"848",2013-08-17 17:30:00,18,0.128
"849",2013-08-17 18:00:00,18,0.325
"850",2013-08-17 18:30:00,18,0.207
"851",2013-08-17 19:00:00,18,0.172
"852",2013-08-17 19:30:00,18,0.245
"853",2013-08-17 20:00:00,18,0.206
"854",2013-08-17 20:30:00,17,0.171
"855",2013-08-17 21:00:00,17,0.352
"856",2013-08-17 21:30:00,17,0.205
"857",2013-08-17 22:00:00,17,0.163
"858",2013-08-17 22:30:00,17,0.657
"859",2013-08-17 23:00:00,17,0.183
"860",2013-08-31 07:00:00,15,0.195
"861",2013-08-31 07:30:00,15,0.304
"862",2013-08-31 08:00:00,14,0.173
"863",2013-08-31 08:30:00,14,0.186
"864",2013-08-31 09:00:00,14,0.258
"865",2013-08-31 09:30:00,15,0.27
"866",2013-08-31 10:00:00,15,0.264
"867",2013-08-31 10:30:00,15,0.127
"868",2013-08-31 11:00:00,16,0.104
"869",2013-08-31 11:30:00,17,0.114
"870",2013-08-31 12:30:00,18,0.073
"871",2013-08-31 13:00:00,18,0.136
"872",2013-08-31 13:30:00,19,0.136
"873",2013-08-31 14:00:00,19,0.134
"874",2013-08-31 14:30:00,19,0.118
"875",2013-08-31 15:00:00,19,0.13
"876",2013-08-31 15:30:00,20,0.131
"877",2013-08-31 16:00:00,20,0.105
"878",2013-08-31 16:30:00,20,0.086
"879",2013-08-31 17:00:00,20,0.086
"880",2013-08-31 17:30:00,19,0.094
"881",2013-08-31 18:00:00,18,0.194
"882",2013-08-31 18:30:00,19,0.563
"883",2013-08-31 19:00:00,18,0.539
"884",2013-08-31 19:30:00,18,0.308
"885",2013-08-31 20:00:00,17,0.259
"886",2013-08-31 20:30:00,16,0.251
"887",2013-08-31 21:00:00,16,0.199
"888",2013-08-31 21:30:00,15,0.246
"889",2013-08-31 22:00:00,14,0.378
"890",2013-08-31 22:30:00,13,0.282
"891",2013-08-31 23:00:00,12,0.746
"892",2013-09-09 07:00:00,10,0.135
"893",2013-09-09 07:30:00,11,0.246
"894",2013-09-09 08:00:00,11,0.29
"895",2013-09-09 08:30:00,11,0.147
"896",2013-09-09 09:00:00,12,0.241
"897",2013-09-09 09:30:00,12,0.24
"898",2013-09-09 10:00:00,13,0.566
"899",2013-09-09 10:30:00,13,0.227
"900",2013-09-09 11:00:00,13,0.146
"901",2013-09-09 11:30:00,13,0.176
"902",2013-09-09 12:00:00,13,0.168
"903",2013-09-09 12:30:00,13,0.169
"904",2013-09-09 13:00:00,13,0.375
"905",2013-09-09 13:30:00,13,0.228
"906",2013-09-09 14:00:00,12,0.165
"907",2013-09-09 14:30:00,12,0.319
"908",2013-09-09 15:00:00,12,0.184
"909",2013-09-09 15:30:00,12,0.23
"910",2013-09-09 16:00:00,12,0.124
"911",2013-09-09 16:30:00,13,0.099
"912",2013-09-09 17:00:00,14,0.151
"913",2013-09-09 17:30:00,14,0.305
"914",2013-09-09 18:00:00,14,0.174
"915",2013-09-09 18:30:00,13,0.244
"916",2013-09-09 19:00:00,13,0.415
"917",2013-09-09 19:30:00,12,0.268
"918",2013-09-09 20:00:00,11,0.223
"919",2013-09-09 20:30:00,11,0.415
"920",2013-09-09 21:00:00,10,0.279
"921",2013-09-09 21:30:00,11,0.279
"922",2013-09-09 22:00:00,11,0.625
"923",2013-09-09 22:30:00,11,0.547
"924",2013-09-09 23:00:00,11,0.216
"925",2013-09-14 07:00:00,10,0.13
"926",2013-09-14 07:30:00,10,0.374
"927",2013-09-14 08:30:00,10,0.292
"928",2013-09-14 09:00:00,11,0.163
"929",2013-09-14 09:30:00,11,0.114
"930",2013-09-14 10:00:00,11,0.092
"931",2013-09-14 10:30:00,11,0.075
"932",2013-09-14 11:00:00,12,0.094
"933",2013-09-14 11:30:00,13,0.093
"934",2013-09-14 12:00:00,13,0.083
"935",2013-09-14 12:30:00,13,0.087
"936",2013-09-14 13:00:00,14,0.093
"937",2013-09-14 13:30:00,14,0.102
"938",2013-09-14 14:00:00,15,0.191
"939",2013-09-14 14:30:00,14,0.162
"940",2013-09-14 15:30:00,14,0.209
"941",2013-09-14 16:00:00,13,0.345
"942",2013-09-14 16:30:00,14,0.317
"943",2013-09-14 17:00:00,13,0.506
"944",2013-09-14 17:30:00,14,0.378
"945",2013-09-14 18:00:00,14,0.458
"946",2013-09-14 18:30:00,14,0.413
"947",2013-09-14 19:00:00,13,0.377
"948",2013-09-14 19:30:00,13,0.351
"949",2013-09-14 20:00:00,13,0.27
"950",2013-09-14 20:30:00,13,0.21
"951",2013-09-14 21:00:00,12,0.168
"952",2013-10-04 07:00:00,18,0.362
"953",2013-10-04 07:30:00,18,0.351
"954",2013-10-04 08:00:00,18,0.178
"955",2013-10-04 08:30:00,18,0.253
"956",2013-10-04 09:00:00,18,0.286
"957",2013-10-04 09:30:00,18,0.159
"958",2013-10-04 10:00:00,18,0.149
"959",2013-10-04 10:30:00,18,0.109
"960",2013-10-04 11:00:00,18,0.118
"961",2013-10-04 11:30:00,18,0.13
"962",2013-10-04 12:00:00,19,0.099
"963",2013-10-04 12:30:00,19,0.076
"964",2013-10-04 13:00:00,20,0.092
"965",2013-10-04 13:30:00,19,0.114
"966",2013-10-04 14:00:00,19,0.153
"967",2013-10-04 14:30:00,20,0.224
"968",2013-10-04 15:00:00,20,0.209
"969",2013-10-04 15:30:00,20,0.213
"970",2013-10-04 16:00:00,20,0.142
"971",2013-10-04 16:30:00,19,0.095
"972",2013-10-04 17:00:00,19,0.208
"973",2013-10-04 17:30:00,19,0.354
"974",2013-10-04 18:00:00,18,0.522
"975",2013-10-04 18:30:00,18,0.479
"976",2013-10-04 19:00:00,17,0.258
"977",2013-10-04 19:30:00,17,0.252
"978",2013-10-04 20:00:00,16,0.194
"979",2013-10-04 20:30:00,16,0.474
"980",2013-10-04 21:00:00,15,0.464
"981",2013-10-04 21:30:00,15,0.698
"982",2013-10-04 22:00:00,14,0.32
"983",2013-10-04 22:30:00,14,0.449
"984",2013-10-04 23:00:00,14,0.423
"985",2013-10-04 23:30:00,14,0.125
